studyDbId;studyName;studyDescription;trialType;breedingProgramDbId;breedingProgramName;breedingProgramDescription;studyYear;studyDesign;locationDbId;locationName;plantingDate;harvestDate;plotWidth;plotLength;plantsPerPlot;numberBlocks;numberReps;fieldSize;fieldTrialIsPlannedToBeGenotyped;fieldTrialIsPlannedToCross;folderDbId;folderName;folderDescription;managementFactors
10475;BR.BAG2.PT.12.EA1;BAG 2011/2012 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2012;RCBD;500;Cruz Das Almas (BA) - CNPMF - Area 1 (Ladeira maracuja);;;1.8;6.4;8;6;6;;no;no;10461;BR2012;; No ManagementFactor: 
10478;BR.BAG2.PT.13.PP1;BAG 2012/2013 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2013;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;1.8;6.4;8;4;4;;no;no;10460;BR2013;; No ManagementFactor: 
10485;BR.BAG2.PT.14.EA2;BAG 2013/2014 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2014;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;6.4;8;10;10;;no;no;10462;BR2014;; No ManagementFactor: 
10483;BR.BAG2.PT.14.NH1A;BAG 2013/2014 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2014;RCBD;502;Laje (BA)-Novo Horizonte 1A;;;1.8;6.4;8;8;8;;no;no;10462;BR2014;; No ManagementFactor: 
10486;BR.BAG2.PT.14.PP1;BAG 2013/2014 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2014;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;1.8;6.4;8;10;10;;no;no;10462;BR2014;; No ManagementFactor: 
10491;BR.BAG2.PT.15.NR;BAG 2014/2015 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;RCBD;428;Laje (BA)-Novo Rumo;;;1.8;6.4;8;6;6;;no;no;10464;BR2015;; No ManagementFactor: 
10493;BR.BAG2.PT.15.PP1;BAG 2014/2015 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;1.8;6.4;8;10;20;;no;no;10464;BR2015;; No ManagementFactor: 
10479;BR.BAG3.PT.13.EA2;BAG 2012/2013 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2013;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;6.4;8;2;2;;no;no;10460;BR2013;; No ManagementFactor: 
10487;BR.BAG3.PT.14.NH1A;BAG 2013/2014 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2014;RCBD;502;Laje (BA)-Novo Horizonte 1A;;;1.8;6.4;8;2;2;;no;no;10462;BR2014;; No ManagementFactor: 
10492;BR.BAG3.PT.15.NH1;BAG 2014/2015 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;RCBD;293;Laje (BA)-Novo Horizonte 1;;;1.8;6.4;8;5;5;;no;no;10464;BR2015;; No ManagementFactor: 
10494;BR.BAG4.PT.15.EA2;BAG 2014/2015 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;4.8;8;13;13;;no;no;10464;BR2015;; No ManagementFactor: 
10498;BR.BAG4.PT.16.EA2;BAG 2015/2016 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;5.6;8;12;12;;no;no;10465;BR2016;; No ManagementFactor: 
10495;BR.BAG5.PT.15.Citrus;BAG (Val DFPC) 2014/2015 - Training population (T0);phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;RCBD;501;Cruz Das Almas (BA) CNPMF - Citrus;;;1.8;6.4;8;3;3;;no;no;10464;BR2015;; No ManagementFactor: 
7895;BR.CB.17.UFRB;Crossing block trial at UFRB-PP1;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;2017-August-30;2018-August-15;;;;4;1;;no;yes;5632;BR2017;; No ManagementFactor: 
6580;BR.CB.19.DOU;Crossing Block Trial of Embrapa in Dourados - MS.;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;277;Dourados (MS)-UFGD;;;;;;1;1;;no;no;4892;BR2019;; No ManagementFactor: 
10183;BR.CB.21.Candeal;Crossing block trial at Candeal.;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;299;Cruz das Almas (BA)-UFRB-Candeal;;;1.8;6.5;;1;1;;yes;no;10544;BR.PT.21;; No ManagementFactor: 
11306;BR.CB.22.CNPMF;Crossing block with convencional parents.;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;CRD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;0.9;6.4;8;1;1;;no;no;;;; No ManagementFactor: 
5595;BR.CBC2.18.CNPMF;Crossing block trial with parents selected from BR.SET.18.CNPMF1 and BR.SET.18.CNPMF2 trials.;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1;5.5;;2;3;;no;yes;11230;BR.CB.18;; No ManagementFactor: 
11307;BR.CBGS-C4.22.CNPMF;Crossing block with GS-C4 parents.;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;CRD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;6.4;16;1;1;;no;no;;;; No ManagementFactor: 
10721;BR.CET.12.NH1;Clonal evaluation trial with 2011 clones of EMBRAPA at NH1, Laje, Bahia, Brazil;"Clonal Evaluation""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2012;Augmented;293;Laje (BA)-Novo Horizonte 1;;;0.9;8;8;10;10;;no;no;10461;BR2012;; No ManagementFactor: 
10726;BR.CET.13.CNPMF;Clonal evaluation trial with 2012 clones of EMBRAPA CNPMF, Cruz das Almas, Bahia, Brazil;"Clonal Evaluation""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2013;Augmented;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;0.9;8;10;8;8;;no;no;10460;BR2013;; No ManagementFactor: 
10731;BR.CET.14.NR;Clonal evaluation trial with 2012  clones of EMBRAPA Valen�a, Bahia, Brazil;Clonal Evaluation;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2014;CRD;428;Laje (BA)-Novo Rumo;;;0.9;8;8;2;2;;no;no;10462;BR2014;; No ManagementFactor: 
10735;BR.CET.15.NH1;Clonal evaluation trial with 2012 clones of EMBRAPA at NH1, Laje, Bahia, Brazil;"Clonal Evaluation""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;Augmented;293;Laje (BA)-Novo Horizonte 1;;;0.9;6.4;5;19;19;;no;no;10464;BR2015;; No ManagementFactor: 
5479;BR.CET.18.CNPMF;Clonal evaluation trial at area 2 in EMBRAPA Cassava and Fruits;Clonal Evaluation;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;Augmented;37;Cruz Das Almas (BA)-CNPMF-Area 2;2018-December-17;2019-September-20;0.9;6.4;;30;1;;no;no;11231;BR.CET.18;; No ManagementFactor: 
6238;BR.CET.18.GAVIAO;CET at Gaviao station trial in Laje, BA;Clonal Evaluation;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;RCBD;486;Laje (BA)-Gaviao;2018-August-16;2019-July-05;;;;10;1;;yes;no;11231;BR.CET.18;; No ManagementFactor: 
6393;BR.CET.19.GUANAMBI;CET at IF-Guanambi station trial in Guanambi, BA;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;295;Guanambi (BA)-IF Baiano;2019-March-22;;0.9;4;5;3;1;;no;no;4892;BR2019;; No ManagementFactor: 
8675;BR.CET.20.CNPMF;Clonal Evaluation trial from Seedlings 2020 of EMBRAPA;Clonal Evaluation;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;Augmented;37;Cruz Das Almas (BA)-CNPMF-Area 2;2020-November-30;;0.9;6.4;;22;1;;no;no;10531;BR.CET.20;; No ManagementFactor: 
